    [adaptive_l2/L9] step  20500/122070 | loss=601.2 | L0=80 | FVE=0.7352 | dead=0.382 | a=0.0423 | 84.0M tok | ETA 7.9h
    [adaptive_l2/L9] step  21000/122070 | loss=591.9 | L0=80 | FVE=0.7360 | dead=0.380 | a=0.0439 | 86.0M tok | ETA 7.9h
    [adaptive_l2/L9] step  21500/122070 | loss=601.1 | L0=80 | FVE=0.7349 | dead=0.375 | a=0.0462 | 88.1M tok | ETA 7.8h
    [adaptive_l2/L9] step  22000/122070 | loss=582.8 | L0=80 | FVE=0.7407 | dead=0.372 | a=0.0486 | 90.1M tok | ETA 7.8h
    [adaptive_l2/L9] step  22500/122070 | loss=577.8 | L0=80 | FVE=0.7419 | dead=0.371 | a=0.0514 | 92.2M tok | ETA 7.7h
    [adaptive_l2/L9] step  23000/122070 | loss=591.8 | L0=80 | FVE=0.7391 | dead=0.367 | a=0.0537 | 94.2M tok | ETA 7.7h
    [adaptive_l2/L9] step  23500/122070 | loss=577.0 | L0=80 | FVE=0.7430 | dead=0.365 | a=0.0559 | 96.3M tok | ETA 7.6h
    [adaptive_l2/L9] step  24000/122070 | loss=586.0 | L0=80 | FVE=0.7400 | dead=0.364 | a=0.0585 | 98.3M tok | ETA 7.6h
    [adaptive_l2/L9] Checkpoint saved at 20% (24414 steps)
    [adaptive_l2/L9] step  24500/122070 | loss=577.4 | L0=80 | FVE=0.7466 | dead=0.363 | a=0.0613 | 100.4M tok | ETA 7.6h
    [adaptive_l2/L9] step  25000/122070 | loss=587.5 | L0=80 | FVE=0.7428 | dead=0.356 | a=0.0635 | 102.4M tok | ETA 7.5h
    [adaptive_l2/L9] step  25500/122070 | loss=589.2 | L0=80 | FVE=0.7375 | dead=0.357 | a=0.0659 | 104.4M tok | ETA 7.5h
    [adaptive_l2/L9] step  26000/122070 | loss=587.1 | L0=80 | FVE=0.7396 | dead=0.355 | a=0.0679 | 106.5M tok | ETA 7.5h
    [adaptive_l2/L9] step  26500/122070 | loss=600.2 | L0=80 | FVE=0.7382 | dead=0.355 | a=0.0704 | 108.5M tok | ETA 7.4h
    [adaptive_l2/L9] step  27000/122070 | loss=587.7 | L0=80 | FVE=0.7407 | dead=0.353 | a=0.0729 | 110.6M tok | ETA 7.4h
    [adaptive_l2/L9] step  27500/122070 | loss=574.4 | L0=80 | FVE=0.7456 | dead=0.352 | a=0.0758 | 112.6M tok | ETA 7.3h
    [adaptive_l2/L9] step  28000/122070 | loss=565.9 | L0=80 | FVE=0.7476 | dead=0.350 | a=0.0787 | 114.7M tok | ETA 7.3h
    [adaptive_l2/L9] step  28500/122070 | loss=579.9 | L0=80 | FVE=0.7443 | dead=0.348 | a=0.0815 | 116.7M tok | ETA 7.3h
    [adaptive_l2/L9] step  29000/122070 | loss=572.6 | L0=80 | FVE=0.7471 | dead=0.346 | a=0.0841 | 118.8M tok | ETA 7.2h
    [adaptive_l2/L9] step  29500/122070 | loss=565.4 | L0=80 | FVE=0.7471 | dead=0.343 | a=0.0867 | 120.8M tok | ETA 7.2h
    [adaptive_l2/L9] step  30000/122070 | loss=564.0 | L0=80 | FVE=0.7494 | dead=0.344 | a=0.0897 | 122.9M tok | ETA 7.1h
    [adaptive_l2/L9] step  30500/122070 | loss=571.3 | L0=80 | FVE=0.7496 | dead=0.342 | a=0.0925 | 124.9M tok | ETA 7.1h
    [adaptive_l2/L9] step  31000/122070 | loss=581.5 | L0=80 | FVE=0.7413 | dead=0.344 | a=0.0947 | 127.0M tok | ETA 7.1h
    [adaptive_l2/L9] step  31500/122070 | loss=577.5 | L0=80 | FVE=0.7424 | dead=0.341 | a=0.0972 | 129.0M tok | ETA 7.0h
    [adaptive_l2/L9] step  32000/122070 | loss=596.1 | L0=80 | FVE=0.7397 | dead=0.340 | a=0.1000 | 131.1M tok | ETA 7.0h
    [adaptive_l2/L9] step  32500/122070 | loss=575.0 | L0=80 | FVE=0.7455 | dead=0.340 | a=0.1025 | 133.1M tok | ETA 7.0h
    [adaptive_l2/L9] step  33000/122070 | loss=565.4 | L0=80 | FVE=0.7478 | dead=0.339 | a=0.1053 | 135.2M tok | ETA 6.9h
    [adaptive_l2/L9] step  33500/122070 | loss=569.2 | L0=80 | FVE=0.7492 | dead=0.339 | a=0.1081 | 137.2M tok | ETA 6.9h
    [adaptive_l2/L9] step  34000/122070 | loss=572.9 | L0=80 | FVE=0.7446 | dead=0.339 | a=0.1107 | 139.3M tok | ETA 6.8h
    [adaptive_l2/L9] step  34500/122070 | loss=567.8 | L0=80 | FVE=0.7474 | dead=0.336 | a=0.1134 | 141.3M tok | ETA 6.8h
    [adaptive_l2/L9] step  35000/122070 | loss=570.7 | L0=80 | FVE=0.7495 | dead=0.335 | a=0.1160 | 143.4M tok | ETA 6.8h
    [adaptive_l2/L9] step  35500/122070 | loss=572.4 | L0=80 | FVE=0.7489 | dead=0.334 | a=0.1189 | 145.4M tok | ETA 6.7h
    [adaptive_l2/L9] step  36000/122070 | loss=583.8 | L0=80 | FVE=0.7417 | dead=0.334 | a=0.1207 | 147.5M tok | ETA 6.7h
    [adaptive_l2/L9] step  36500/122070 | loss=576.3 | L0=80 | FVE=0.7423 | dead=0.334 | a=0.1228 | 149.5M tok | ETA 6.6h
    [adaptive_l2/L9] step  37000/122070 | loss=571.1 | L0=80 | FVE=0.7465 | dead=0.334 | a=0.1256 | 151.6M tok | ETA 6.6h
    [adaptive_l2/L9] step  37500/122070 | loss=569.0 | L0=80 | FVE=0.7481 | dead=0.332 | a=0.1283 | 153.6M tok | ETA 6.6h
    [adaptive_l2/L9] step  38000/122070 | loss=575.6 | L0=80 | FVE=0.7461 | dead=0.331 | a=0.1309 | 155.6M tok | ETA 6.5h
    [adaptive_l2/L9] step  38500/122070 | loss=577.6 | L0=80 | FVE=0.7472 | dead=0.332 | a=0.1336 | 157.7M tok | ETA 6.5h
    [adaptive_l2/L9] step  39000/122070 | loss=570.4 | L0=80 | FVE=0.7469 | dead=0.331 | a=0.1362 | 159.7M tok | ETA 6.4h
    [adaptive_l2/L9] step  39500/122070 | loss=570.0 | L0=80 | FVE=0.7497 | dead=0.332 | a=0.1389 | 161.8M tok | ETA 6.4h
    [adaptive_l2/L9] step  40000/122070 | loss=570.7 | L0=80 | FVE=0.7491 | dead=0.330 | a=0.1413 | 163.8M tok | ETA 6.4h
    [adaptive_l2/L9] step  40500/122070 | loss=571.8 | L0=80 | FVE=0.7498 | dead=0.329 | a=0.1443 | 165.9M tok | ETA 6.3h
    [adaptive_l2/L9] step  41000/122070 | loss=577.9 | L0=80 | FVE=0.7442 | dead=0.329 | a=0.1462 | 167.9M tok | ETA 6.3h
    [adaptive_l2/L9] step  41500/122070 | loss=574.2 | L0=80 | FVE=0.7475 | dead=0.329 | a=0.1484 | 170.0M tok | ETA 6.3h
